"","Name","Rk","Age","ORG","Highest_LVL","POS","Future_Role","Report","obs","word_count","sd","ave_sentiment"
"1091","Benjamin Rodriguez","26","20.9","CHC","R","RHP",4,"Still a very young, lanky, good-framed prospect whose velocity has slowly climbed as he’s physically matured, Rodriguez has gone from sitting 88-92 to living in the 90-94 range over the last two seasons. His breaking ball, which had promising shape early on, has added more power and become more slider-y during that time. He’s athletic enough to project on his command and changeup to the point that he has a realistic chance of fitting in a rotation eventually.",1091,80,0.136214653548686,0.185563130701399
"1092","Richard Gallardo","27","18.8","CHC","A-","RHP",4,"Gallardo signed for an even $1 million in July and was, in our opinion, the most well-rounded pitcher in his IFA class. He’s really loose, flexible, and athletic, and has some physical projection. He sat 89-93 at the time and he’s plateaued there. Scouts consider him a better bet to start than a lot of the other arms in this system, but don’t think he has much of a ceiling.",1092,72,0.157908836480309,0.188538974507175
"1093","Yovanny Cruz","28","20.8","CHC","A-","RHP",4,"Cruz is a sinker/changeup prospect in a world where four seam/breaking ball prospects are increasingly desired, but he’s already sitting 92-96 and the change projects to plus. He lacks any modicum of physical projection and his control backed up badly last year amid some injury issues, but I think his stuff will play in relief even if that stuff doesn’t improve.",1093,64,0.146478111961912,0.156397807184202
"1094","Rafael Morel","29","18.5","CHC","R","SS",4,"He’s not quite as explosive as his brother, but this Morel is faster and his slightly smaller frame gives him a better chance of staying at shortstop long-term. It also means he has limited, frame-based power projection and that a path toward regular playing time runs solely through the hit tool, but Morel’s feel for contact is pretty advanced and he has a non-zero chance to profile. I think it’s more likely he ends up in a utility role.",1094,85,0.304272485924384,0.459078108640172
"1095","Tyson Miller","30","24.9","CHC","AAA","RHP",3.5,"Miller’s crafty application of pretty average stuff enabled him to strike out a batter per inning at Hi-A Myrtle Beach last season, albeit as a prospect of relatively advanced age. He can manipulate the shape of his fastball — it can cut, sink, or ride — which, in Miller’s best starts, he has pinpoint control of. Both of his secondaries are viable big league offerings when they’re located, but Miller gets in trouble, especially with his changeup, when he misses within the strike zone. He sat 89-95 as a starter last year and I think he’ll live in the top end of that range out of the bullpen.",1095,110,0.277984981395756,-0.0306351469656247
"1096","Jeremiah Estrada","31","21.6","CHC","A-","RHP",3.5,"Estrada has only thrown 16 pro innings due to injury and he likely won’t throw again until later in 2021 because he had Tommy John late last summer. At peak, he’s been up to 96 and works consistently with a plus changeup. Lots of scouts considered him a likely reliever even before the TJ, but now it’s almost a foregone conclusion.",1096,61,0.334237486180178,0.173041860188947
"1097","Alfonso Rivas","32","23.7","CHC","AAA","1B",3.5,"At 6-foot-1, 180 pounds, Rivas would look out of place in a team photo of big league first basemen, full of big-bodied mashers and explosive rotational athletes. He lacks prototypical first base pop but there’s a non-zero chance he makes enough contact to sufficiently balance the offensive scales to profile as a platoon 1B/LF or low-end regular.",1097,61,0.11756407477572,0.131242876930302
"1098","Michael Rucker","33","26.1","CHC","AAA","RHP",3.5,"We at FanGraphs have been on Rucker for a little while because his deceptive delivery (he hides the ball well) helps enable an otherwise fringy fastball to play. He pitched his way into the Double-A rotation in 2018 but went back to the bullpen last year and his velocity jumped. Rucker’s now 92-95, touching 97, and his curveball and changeup are both average, while the curve flashes above.",1098,67,0.236766410906052,0.200225588497644
"1099","Manuel Rodriguez","34","23.8","CHC","AAA","RHP",3.5,"Rodriguez was up to 99 last year and was added to the Cubs 40-man during the offseason. He strained his biceps in early March, but assuming he comes back from that, he has a middle relief velo/breaking ball combo.",1099,39,0.125325662731663,-0.0967159455272908
"1100","Dakota Mekkes","35","25.6","CHC","AAA","RHP",3.5,"Mekkes has an impact fastball, he’ll show you an above-average slider and changeup, and his mound presence can be felt from the scouting section. But his control likely limits him to up/down relief rather than a foundational middle relief role.",1100,43,0.119114437678983,0.190335962573427
"1101","Reivaj Garcia","36","18.8","CHC","A-","2B",3.5,"I’m staying on Garcia despite his lost 2019, during which he barely played due to injury and looked out of sync when he did. His 2018 season, when he took some of the toughest at-bats in the AZL as a 17-year-old, was not dissimilar from that of players like Tucupita Marcano and Brayan Rocchio, who have both progressed well. Garcia is likely landlocked at second base and it’s tough to see him playing a multi-positional bench role if he can’t play every day, which means he needs to hit a ton to profile.",1101,97,0.140229597160528,-0.0324954243351558
"1102","Nelson Velazquez","37","21.5","CHC","A","LF",3.5,"Velazquez has big power, and there’s ceiling here if he can hit, though he’ll need to be more selective if he’s going to and I’m skeptical despite his 2019 numbers. He’ll also have to develop on defense.",1102,41,0.16504763931698,0.00703738172777808
"1103","Tyler Schlaffer","38","19.0","CHC","R","RHP",3.5,"Schlaffer has a lanky, projectable frame and great arm speed, though his delivery is pretty violent. His velo was up into the mid-90s late in the spring of 2019, just weeks before the draft, which might have been more meaningful because he’s pretty young for the class. He was 93-95 when I saw him last summer, but he only threw one inning.",1103,62,0.246018365384221,0.222708013720881
